country,years,fertility,female_percentage,0-4_female,10-14_female,25-29_female,35-39_female,50-54_female,0-4_male,10-14_male,25-29_male,35-39_male,50-54_male
Azerbaijan,20,0.9897362481916214,4.494894142706201e-06,0.0004542654833553664,0.0003347739505090806,0.002647845599242543,0.0003412157898424931,0.00038002486771563233,0.00148439197728427,0.000791769128278665,0.0011451142013041862,0.001705843373437428,0.0007810841388686211
Azerbaijan,50,0.9869185409864737,0.0004049389872034811,0.001297292299423514,0.001675006259512154,0.0031695232566965395,7.484676641771925e-05,5.347145731333531e-05,0.0006886758637270475,0.0005786965831391141,0.0010312769430527219,0.00125991713824123,0.001745954241817988
Azerbaijan,100,0.9834883934601139,0.001778870198526444,0.002243276020482206,0.0025995065902834876,0.0030506856706471516,8.585595313336187e-06,4.716028685720294e-06,6.553347560090574e-05,0.00037579388385311523,0.0006073165959075713,0.0003086392946343347,0.00021280925103362173
Bahamas,10,0.9810075949055395,0.0,0.0012957332621829343,0.0017147696723242005,0.0008449514329387496,0.0009383347740350702,0.0005918651763346884,0.0015627762198604323,0.0013842098271737635,0.00521274511804735,0.004167149969227917,0.001252372264182561
Bahamas,20,0.973190477002438,2.3869905464394393e-07,0.0038694474905580623,0.0019457824458656494,0.002305052292118999,0.0009191220391764561,0.00048642042179039536,0.004243775768765554,0.0008550065973020714,0.004823286516031478,0.0052051776438105865,0.001521640725306064
Bahamas,50,0.9605197928349045,6.185573442911569e-05,0.010742606804577353,0.00986855480192304,0.0021482712104109857,0.00024950565934446744,7.832501320963488e-05,0.002388399692831231,0.0009550395004251753,0.0023633534260211336,0.0032723281970343638,0.0026353861510383493
Bahamas,100,0.9385893596228226,0.0002383590967310881,0.018247681546297086,0.01566110049959256,0.0019642669813904065,3.1447213392029326e-05,5.118607063108133e-06,0.0007615034220733771,0.0006342337833850312,0.0011326027316718747,0.0009891633696271723,0.00025258856498753277
Bahrain,10,0.8137579269529368,0.0,0.004140761206953181,0.002093037725257005,0.01305185777342049,0.002467068519090415,0.0018882605971592646,0.0019991645266317984,0.009159784141086392,0.09154977631747772,0.055852348242297976,0.003973428238099135
Bahrain,20,0.7906654202902254,1.8362517049246924e-06,0.011333081612513419,0.0038638078339825587,0.03946974786228618,0.0021938978684344357,0.0019719825310164315,0.006906814340050715,0.00875210626614569,0.03152042436351385,0.08364203423888676,0.017252948001134836
Bahrain,50,0.7820285188077227,0.00019080541439177537,0.033155612245325615,0.020950904125201255,0.04285796759162723,0.0003595888905164833,0.0002194301331907051,0.0030280744784213502,0.007797019485134869,0.023864874138737363,0.03197222553069109,0.03537362628446013
Bahrain,100,0.7725157797719767,0.0006670180467085866,0.053112274212980606,0.0323011141343837,0.04237226569129462,-6.241137819368132e-06,2.0277477815309995e-05,0.0012324865169272502,0.006082937569345789,0.01069540504377253,0.002438576984952957,0.0008099610983719156
Bangladesh,10,0.9937374904367106,0.0,0.0009380772256770979,0.0009213466428892441,0.0003740727010662159,0.00022662271900253438,0.00014095646643053563,0.0009725235562766753,0.0014459971670982995,0.0008387350018210949,0.0002597270812819507,0.00011845301389308168
Bangladesh,20,0.987453612289714,4.1966522511871864e-08,0.0026908964643228097,0.0015338598348356984,0.0016194156753772013,0.00025497282196363676,0.00018969277836350157,0.002491578857942729,0.0013495657400495011,0.0013088651507633389,0.00048148093282483496,0.000283990924376127
Bangladesh,50,0.9739725229116346,9.310600907323148e-06,0.0076651175757845545,0.008179499521436987,0.0016929073026362327,8.22381957981111e-05,4.755352350582491e-05,0.0014870606534925152,0.0015484365291297828,0.0010135090925929631,0.0005195186190715595,0.0007794635725540599
Bangladesh,100,0.9576421176143395,3.0432868307459814e-05,0.012307992629107214,0.012499607703372002,0.0015396053762454542,9.47702269676156e-06,3.851578780729274e-06,0.000639539934476561,0.0012478607848228098,0.0005659099891910047,0.00017714216811114106,0.00012674691386454812
Barbados,10,0.9790307999235899,0.0,0.0005579006527125065,0.002728605737410406,0.004039871425375544,0.0024168354958699926,0.0009480752068970536,0.0006850177189392494,0.004065535294027442,0.0027654583963565697,0.000686593951066277,0.0020262650464563134
Barbados,20,0.9655409218446291,2.409207275733098e-07,0.0015436736323158062,0.004166320590615214,0.01384823384248558,0.0023166948514691224,0.0009531912565716589,0.001814152923124029,0.0035807960813556547,0.0031411387334425137,0.0006053295934247746,0.002046132546375624
Barbados,50,0.9441005347888624,3.241527273435234e-05,0.004080227035738625,0.02144300211503538,0.015575405650335774,0.0008505568217896606,0.00015706075942329613,0.000912863345395431,0.003254004973451615,0.0016524881183669583,0.00034960833185608184,0.0024934305681075805
Barbados,100,0.920770561469573,0.00012736803060692522,0.006746309091025795,0.032364177468532006,0.013214451005599991,0.00010508121673648628,1.0982893054420927e-05,0.0001344110130034962,0.0019256978968769354,0.0008701110121247073,0.00010414886646606547,0.00017912821226363554
Belarus,10,0.9231596681149169,0.0,0.0003715993848076614,0.002373441331576035,0.0034884624715996104,0.023081764566065557,0.0021691261613459565,0.0005781936614590706,0.0035421296817380534,0.0036176685079075607,0.022680876038021717,0.014895863035614305
Belarus,20,0.914772753152846,1.8555063725719695e-07,0.0006010043777550483,0.003805777771644422,0.0078067034460522705,0.020507691042042895,0.002635516981420741,0.001101628056340708,0.00475526047525959,0.002707154325336067,0.021573873506999776,0.019596781096405832
Belarus,50,0.9359474345603422,1.774083189253328e-05,0.0012963470090972822,0.011036926917741998,0.010385129993697808,0.00764136625566766,0.0004539742448954154,0.000570754556434159,0.002697830473560874,0.0022576713982789282,0.010698180234355661,0.015849517582459338
Belarus,100,0.9652756009527662,9.881022658957925e-05,0.0019781612207925583,0.013271385268433113,0.007293844486390791,0.0008109922503495406,3.508139767234629e-05,0.00015414671794373918,0.0012417348960195435,0.0009838340728497764,0.002162979942548796,0.0015780675125860793
Belgium,10,0.9774754926252681,0.0,0.000893123677181435,0.0008073062384830123,0.0033452757904363735,0.001184568804926609,0.0007516277425877773,0.0009867611282927174,0.0015746561569555193,0.007397772022042745,0.0026281102212963913,0.0029284585312503116
Belgium,20,0.9741036456132562,3.405847425368479e-08,0.0011833392294490843,0.001119865753821854,0.00724871494320056,0.001157915732601914,0.000620060597475079,0.001421304583962678,0.0015123195947304112,0.006542851115497644,0.002642788328560697,0.002373218648910875
Belgium,50,0.9784477401595839,8.326545740278912e-06,0.0026039390859312036,0.0029593450746714972,0.00699480045846335,0.00044078188530981575,0.00013662742318844152,0.0008487449455520533,0.0009542832302462266,0.0033548397934267302,0.001202759795093377,0.0017069069198443173
Belgium,100,0.9841304417565008,4.315816928865248e-05,0.0037774147081120896,0.0034476652532616898,0.004749487013396989,5.3207580632413705e-05,1.2798893485052839e-05,0.00030891847685201294,0.0004213411800787404,0.0011694938262639082,0.00030412725082483167,0.00019046625386356627
Belize,10,0.9894788339511286,0.0,0.001603312961070037,0.001090596563162863,0.001962158690253482,0.0008469726956741873,0.00018719536324992742,0.001573388429976718,0.0008166208065004727,0.0013921282274555475,0.0007465557972134101,0.0002874069301933075
Belize,20,0.9722442472203021,2.7606974585665517e-07,0.004970746867046041,0.002024313098795313,0.009144977233393569,0.0009889335859866154,0.00021875189164415073,0.00450508051473629,0.0007926965730640947,0.0019916493597501046,0.0015349715226894787,0.0006817081474886012
Belize,50,0.9486455542759122,6.233277419933891e-05,0.014555874666279089,0.011774498124602666,0.00941519555706742,0.0002660971867754737,5.162705729589986e-05,0.0025003186241064333,0.0009090762818887302,0.0015791544067628666,0.0014656085373121945,0.0017088308152318175
Belize,100,0.9134221010810474,0.00021153592944627217,0.024141427216368513,0.019032098030752172,0.009077384068403062,3.07452389941042e-05,2.6987195637341743e-06,0.0009050554654942743,0.0006657184814334819,0.0008070144676797902,0.00042587957338676634,0.00024479266940554653
Benin,10,0.9417836789078875,0.0,0.021861825750373057,0.001933967475744413,0.0034693251699055992,0.0011798233058787728,0.00023461010173534476,0.02419086876666735,0.0012043304783503157,0.003018416633204932,0.0009219672894759377,0.00018427938477089408
Benin,20,0.923806633715546,1.7770616221348956e-05,0.020980624816516212,0.0035323925124359228,0.015088491197031106,0.0011993849153167817,0.00022014076140214046,0.025420189672064927,0.0019317433107399855,0.00523371866144077,0.0018163137229207412,0.00043749882077264503
Benin,50,0.8958636478070428,0.0014263309031531596,0.047128508618577335,0.009729520849563116,0.01562590773798771,0.00038637586044720475,5.462009199836327e-05,0.01711841309726551,0.001183799926428123,0.005375625945352877,0.0028620160542952486,0.001319851230803567
Benin,100,0.8788844302819065,0.007383747557123262,0.0655113345966805,0.0119879414075891,0.013424232786633837,5.042127940478565e-05,6.5728562810692385e-06,0.009057657003002697,0.0006372656736615347,0.0026251148996646947,0.0012697221155629716,0.0005999674305661929
Bermuda,10,0.923693473104833,0.0,0.004227685867872308,0.007734882113201985,0.011505999565985527,0.005839994059438647,0.0050243915810405425,0.005460390239236508,0.008668421455819985,0.013836750988161998,0.006472534487864209,0.007486658947881827
Bermuda,20,0.8893880385118361,-1.8701980307689464e-06,0.008055177018751603,0.011464086172416984,0.035471343147317334,0.00391560560720355,0.005054767132914076,0.010863025563333312,0.010688020031026143,0.015190066703758557,0.002428484601127596,0.006516757223416483
Bermuda,50,0.872481464017375,0.00017158889923067546,0.01790552672399566,0.035197001839194116,0.04010017405173808,0.0014483912629496033,0.0006886340102159732,0.006484310787055759,0.005310718328775744,0.007228211709036791,0.001529674783571894,0.00403312369893181
Bermuda,100,0.849985941631498,0.001173256134263038,0.0296334326622101,0.04604513312032832,0.030429674311094168,0.00016348953716686294,5.245906625851445e-05,0.0020625414303867143,0.0023667313140144897,0.0035334137923256326,0.0005156124042564006,0.0002442881180254252
Bhutan,10,0.9671231282962945,0.0,0.0016727334612463927,0.003273877049819781,0.002924658444916466,0.0016422878962978093,0.0005190130557885509,0.001750803904797318,0.00599892477528856,0.009374281304337512,0.005005665195295099,0.00066146174113366
Bhutan,20,0.9374685430636284,3.1444523009384026e-07,0.006481270156242678,0.005069414367517445,0.010156081674898097,0.0022071033091723706,0.0007652227395753315,0.00616848139067859,0.004037276936626964,0.008656132491473205,0.015251733641943474,0.002470552210920344
Bhutan,50,0.8972719045215007,7.179382573965488e-05,0.018796665371664387,0.026908219304316118,0.009999623833823499,0.0006134756319831569,0.00024790240179300776,0.003446216378140002,0.005145923582753973,0.00774842373025017,0.010806834741973918,0.007192094207862367
Bhutan,100,0.8619264734705984,0.00020276566369502498,0.029431906416378842,0.04021450869224971,0.008773330556030155,5.522775315245365e-05,1.451664650409642e-05,0.001740535428732146,0.0036821871664115763,0.002555259180620788,0.0014632094161292678,0.0004814726938003008
Bolivia (Plurinational State of),10,0.9890204046320413,0.0,0.0035737642391979493,0.0004998718564697337,0.0006861086774422412,0.000360896387845235,7.610368909766871e-05,0.004398873651035398,0.0005231098802756597,0.0004423755521317538,0.0002580780280519435,0.00014677473775704197
Bolivia (Plurinational State of),20,0.9806717809746466,3.9521933249787174e-08,0.005837654467636463,0.0007919492909353132,0.0024311783129984214,0.00041061747215939313,8.41464697205018e-05,0.007529242652667742,0.0005630758603524088,0.0005910601383739027,0.0004916739310746065,0.0003383896518724935
Bolivia (Plurinational State of),50,0.9716757695510408,1.1320558660350853e-05,0.014451662888821971,0.002813493213366889,0.002460219131481123,0.00012794153621131142,2.0759951007122263e-05,0.004914497129127304,0.00048666411431844646,0.0005318449098029337,0.0004810308030892694,0.0006248026690567975
