country,year,min,max
Iran (Islamic Republic of),2091,59599913,822943854
Iran (Islamic Republic of),2096,56947749,995870023
Iraq,2021,43533602,43533602
Iraq,2026,47016552,52582818
Iraq,2031,50830785,63192531
Iraq,2036,54943471,75577574
Iraq,2041,59176482,89680759
Iraq,2046,63136637,105055370
Iraq,2051,66866823,124525027
Iraq,2056,70491455,149151436
Iraq,2061,74103154,180035626
Iraq,2066,78067318,218781218
Iraq,2071,82216570,262876015
Iraq,2076,86403083,314501660
Iraq,2081,90571646,376348852
Iraq,2086,94715268,451958948
Iraq,2091,99068939,546717259
Iraq,2096,103783725,661760592
Ireland,2021,4986538,4986538
Ireland,2026,4877479,5386060
Ireland,2031,4718910,5867934
Ireland,2036,4527507,6452586
Ireland,2041,4295181,7096366
Ireland,2046,4037146,7780698
Ireland,2051,3766393,8632062
Ireland,2056,3490978,9750548
Ireland,2061,3213389,11257516
Ireland,2066,2937936,13220897
Ireland,2071,2672815,15411388
Ireland,2076,2422365,17893458
Ireland,2081,2194128,20731808
Ireland,2086,1984835,24117430
Ireland,2091,1793339,28348627
Ireland,2096,1617827,33502481
Isle of Man,2021,84273,84273
Isle of Man,2026,80891,87361
Isle of Man,2031,77485,90743
Isle of Man,2036,73816,94582
Isle of Man,2041,69712,98587
Isle of Man,2046,65058,102841
Isle of Man,2051,60058,108264
Isle of Man,2056,54915,114819
Isle of Man,2061,49843,122987
Isle of Man,2066,45017,133151
Isle of Man,2071,40353,144211
Isle of Man,2076,35961,156468
Isle of Man,2081,31856,170329
Isle of Man,2086,28140,186386
Isle of Man,2091,24922,204959
Isle of Man,2096,22123,225951
Israel,2021,8900068,8900068
Israel,2026,9678701,10376888
Israel,2031,10533232,12146410
Israel,2036,11463296,14298621
Israel,2041,12487002,16989465
Israel,2046,13591491,20343247
Israel,2051,14728626,24503083
Israel,2056,15882621,29614516
Israel,2061,17053296,35827297
Israel,2066,18266705,43409242
Israel,2071,19588835,52751301
Israel,2076,21022272,64332112
Israel,2081,22550200,78675303
Israel,2086,24146322,96282903
Israel,2091,25781197,117750169
Israel,2096,27491418,143887588
Italy,2021,59240338,59240338
Italy,2026,55600306,58497946
Italy,2031,52276914,58109631
Italy,2036,49219603,58062560
Italy,2041,46231649,58086385
Italy,2046,43235809,58042620
Italy,2051,40215006,58531756
Italy,2056,37225561,59656411
Italy,2061,34407410,61592120
Italy,2066,31851398,64487006
Italy,2071,29572230,67624145
Italy,2076,27505500,71113218
Italy,2081,25570366,74981167
Italy,2086,23734777,79345452
Italy,2091,21998817,84490729
Italy,2096,20392417,90280910
Jamaica,2021,2827704,2827704
Jamaica,2026,2633184,3290849
Jamaica,2031,2444795,3705132
Jamaica,2036,2253902,4046309
Jamaica,2041,2055693,4267297
Jamaica,2046,1853513,4371169
Jamaica,2051,1655646,4741559
Jamaica,2056,1467579,5393205
Jamaica,2061,1292571,6290209
Jamaica,2066,1132702,7347975
Jamaica,2071,987638,8191074
Jamaica,2076,859951,9039349
Jamaica,2081,750933,10100226
Jamaica,2086,658583,11569324
Jamaica,2091,580110,13579568
Jamaica,2096,511804,15817812
Japan,2021,124612539,124612539
Japan,2026,113040216,121234517
Japan,2031,103511038,119307769
Japan,2036,95628123,118035602
Japan,2041,88998411,117579466
Japan,2046,83011215,117243890
Japan,2051,77289083,119774857
Japan,2056,71723608,124774898
Japan,2061,66460313,132097793
Japan,2066,61752199,142201110
Japan,2071,57525878,151890619
Japan,2076,53668322,162320631
Japan,2081,50089728,174443385
Japan,2086,46718118,189249394
Japan,2091,43568288,207711508
Japan,2096,40626802,227927052
Jersey,2021,109630,109630
Jersey,2026,110457,118405
Jersey,2031,111021,128918
Jersey,2036,111121,141487
Jersey,2041,110569,156216
Jersey,2046,109314,174091
Jersey,2051,107481,196520
Jersey,2056,105021,224484
Jersey,2061,102191,259612
Jersey,2066,99088,303367
Jersey,2071,95696,354111
Jersey,2076,92120,413869
Jersey,2081,88409,484759
Jersey,2086,84738,569651
Jersey,2091,81240,672021
Jersey,2096,77887,794208
Jordan,2021,11148291,11148291
Jordan,2026,12858642,15499127
Jordan,2031,14788521,21446752
Jordan,2036,16984915,29593339
Jordan,2041,19287041,40324416
Jordan,2046,21583141,54548165
Jordan,2051,23882694,75388610
Jordan,2056,26189029,105624647
Jordan,2061,28617259,149758817
Jordan,2066,31226290,213557730
Jordan,2071,33925830,300102154
Jordan,2076,36692879,419917167
Jordan,2081,39477624,588766569
Jordan,2086,42333960,831940066
Jordan,2091,45400294,1185936698
Jordan,2096,48742260,1689719585
Kazakhstan,2021,19196475,19196475
Kazakhstan,2026,18563487,20834724
Kazakhstan,2031,17803744,22515095
Kazakhstan,2036,17026305,24376596
Kazakhstan,2041,16296138,26659669
Kazakhstan,2046,15617162,29514818
Kazakhstan,2051,14894457,33079543
Kazakhstan,2056,14050364,37264514
Kazakhstan,2061,13160477,42142110
Kazakhstan,2066,12246622,47833342
Kazakhstan,2071,11387834,54135040
Kazakhstan,2076,10604976,61461424
Kazakhstan,2081,9872063,70044419
Kazakhstan,2086,9172720,79979745
Kazakhstan,2091,8484546,91401362
Kazakhstan,2096,7818269,104286620
Kenya,2021,53005625,53005625
Kenya,2026,56624461,65074792
Kenya,2031,60534663,78373201
Kenya,2036,64729813,93134134
Kenya,2041,69056709,108815038
Kenya,2046,73129292,124674958
Kenya,2051,76751154,146108981
Kenya,2056,79957430,173835510
Kenya,2061,83002809,209161444
Kenya,2066,86204147,252728175
Kenya,2071,89620875,299249472
Kenya,2076,93058565,352296994
Kenya,2081,96332984,415624841
Kenya,2086,99394639,494212944
Kenya,2091,102427054,593966907
Kenya,2096,105675596,712668423
Kiribati,2021,128883,128883
Kiribati,2026,130516,147018
Kiribati,2031,130671,165072
Kiribati,2036,129965,183933
Kiribati,2041,128487,203455
Kiribati,2046,126217,224277
Kiribati,2051,124134,253250
Kiribati,2056,121805,289478
Kiribati,2061,119243,332676
Kiribati,2066,116672,382493
Kiribati,2071,113675,434073
Kiribati,2076,110677,491814
Kiribati,2081,107820,559784
Kiribati,2086,105057,641675
Kiribati,2091,102469,739717
Kiribati,2096,99961,850887
Kosovo (under UNSC res. 1244),2021,1662022,1662022
Kosovo (under UNSC res. 1244),2026,1480033,1804507
Kosovo (under UNSC res. 1244),2031,1305121,1989394
Kosovo (under UNSC res. 1244),2036,1142079,2188914
Kosovo (under UNSC res. 1244),2041,983605,2360573
Kosovo (under UNSC res. 1244),2046,833233,2463065
Kosovo (under UNSC res. 1244),2051,694251,2643194
Kosovo (under UNSC res. 1244),2056,573273,2959240
Kosovo (under UNSC res. 1244),2061,470358,3435740
Kosovo (under UNSC res. 1244),2066,384165,4053318
Kosovo (under UNSC res. 1244),2071,312039,4622824
Kosovo (under UNSC res. 1244),2076,251475,5182646
Kosovo (under UNSC res. 1244),2081,203074,5799758
Kosovo (under UNSC res. 1244),2086,164023,6586200
Kosovo (under UNSC res. 1244),2091,133195,7667039
Kosovo (under UNSC res. 1244),2096,108314,8963562
Kuwait,2021,4250124,4250124
Kuwait,2026,3933438,5336187
Kuwait,2031,3631194,6919376
Kuwait,2036,3323297,9542122
Kuwait,2041,2960452,13792379
Kuwait,2046,2591106,20156042
Kuwait,2051,2224824,29451192
Kuwait,2056,1894245,42865539
Kuwait,2061,1579337,62914256
Kuwait,2066,1301592,95429849
Kuwait,2071,1071882,144689181
Kuwait,2076,887796,221478611
Kuwait,2081,739988,339663342
Kuwait,2086,602442,518255505
Kuwait,2091,482850,790681136
Kuwait,2096,385324,1207657190
Kyrgyzstan,2021,6527757,6527757
Kyrgyzstan,2026,6781758,7449685
Kyrgyzstan,2031,6967152,8463455
Kyrgyzstan,2036,7112426,9587130
Kyrgyzstan,2041,7265200,10896942
Kyrgyzstan,2046,7453777,12423817
Kyrgyzstan,2051,7636748,14353549
Kyrgyzstan,2056,7775359,16696937
Kyrgyzstan,2061,7846028,19477825
Kyrgyzstan,2066,7876259,22811702
Kyrgyzstan,2071,7912449,26542479
Kyrgyzstan,2076,7962156,30887514
Kyrgyzstan,2081,8018490,36040019
Kyrgyzstan,2086,8059317,42154560
Kyrgyzstan,2091,8069261,49466998
Kyrgyzstan,2096,8055630,57992450
Land-locked Developing Countries (LLDC),2021,550846438,550846438
Land-locked Developing Countries (LLDC),2026,592032662,624866735
Land-locked Developing Countries (LLDC),2031,637178456,706289424
Land-locked Developing Countries (LLDC),2036,685520353,795215171
Land-locked Developing Countries (LLDC),2041,736252695,891681767
Land-locked Developing Countries (LLDC),2046,787019055,995466898
Land-locked Developing Countries (LLDC),2051,837006202,1117332409
Land-locked Developing Countries (LLDC),2056,886955458,1258994328
Land-locked Developing Countries (LLDC),2061,938006765,1422586292
Land-locked Developing Countries (LLDC),2066,992612549,1610518327
Land-locked Developing Countries (LLDC),2071,1050759053,1814853130
Land-locked Developing Countries (LLDC),2076,1111172209,2041660388
Land-locked Developing Countries (LLDC),2081,1173181773,2297861564
Land-locked Developing Countries (LLDC),2086,1236782264,2591517503
Land-locked Developing Countries (LLDC),2091,1303524015,2931132000
Land-locked Developing Countries (LLDC),2096,1375079391,3314914716
Lao People's Democratic Republic,2021,7425071,7425071
Lao People's Democratic Republic,2026,7603374,8558132
Lao People's Democratic Republic,2031,7748728,9691991
Lao People's Democratic Republic,2036,7842076,10801402
Lao People's Democratic Republic,2041,7895829,11854875
Lao People's Democratic Republic,2046,7899832,12828490
Lao People's Democratic Republic,2051,7879577,14208782
Lao People's Democratic Republic,2056,7837069,16024264
Lao People's Democratic Republic,2061,7774851,18273693
Lao People's Democratic Republic,2066,7701590,20914804
Lao People's Democratic Republic,2071,7613786,23485324
Lao People's Democratic Republic,2076,7518684,26248945
Lao People's Democratic Republic,2081,7424548,29451317
Lao People's Democratic Republic,2086,7335360,33341374
Lao People's Democratic Republic,2091,7250113,38147236
Lao People's Democratic Republic,2096,7164852,43577029
Latin America and the Caribbean,2021,656098109,656098109
Latin America and the Caribbean,2026,663628043,746229878
Latin America and the Caribbean,2031,668480214,832709362
Latin America and the Caribbean,2036,670240016,914260558
Latin America and the Caribbean,2041,668882757,989758969
Latin America and the Caribbean,2046,663470016,1057700558
Latin America and the Caribbean,2051,655163230,1165277221
Latin America and the Caribbean,2056,644387683,1312826087
Latin America and the Caribbean,2061,631390165,1499249126
Latin America and the Caribbean,2066,617632556,1722298689
Latin America and the Caribbean,2071,602817421,1935218073
Latin America and the Caribbean,2076,587274968,2162652915
Latin America and the Caribbean,2081,571679206,2430336999
Latin America and the Caribbean,2086,556186564,2764254318
Latin America and the Caribbean,2091,541260461,3185149398
Latin America and the Caribbean,2096,527100362,3659632994
Latvia,2021,1873931,1873931
Latvia,2026,1730842,1816886
Latvia,2031,1594881,1763987
Latvia,2036,1464335,1717812
Latvia,2041,1342295,1689330
Latvia,2046,1227909,1676546
Latvia,2051,1118347,1677919
Latvia,2056,1013356,1691183
Latvia,2061,913595,1715457
Latvia,2066,820033,1750810
Latvia,2071,734751,1791872
Latvia,2076,657723,1842882
Latvia,2081,588716,1904572
Latvia,2086,526802,1973952
Latvia,2091,469860,2048086
Latvia,2096,417237,2123913
Least developed countries,2021,1099568578,1099568578
Least developed countries,2026,1181868262,1263572713
Least developed countries,2031,1274541403,1445922401
Least developed countries,2036,1374946155,1646312915
Least developed countries,2041,1480363658,1863027642
Least developed countries,2046,1584276786,2094783749
Least developed countries,2051,1685217147,2374031441
Least developed countries,2056,1786571980,2707864034
Least developed countries,2061,1891211386,3103125282
Least developed countries,2066,2004687590,3564570425
Least developed countries,2071,2125813052,4066169661
Least developed countries,2076,2250850835,4625936992
Least developed countries,2081,2378456971,5266252887
Least developed countries,2086,2509234188,6014522968
Least developed countries,2091,2647444124,6898299476
Least developed countries,2096,2797097416,7910345798
Lebanon,2021,5592641,5592641
Lebanon,2026,5358230,6519494
Lebanon,2031,5120580,7690625
Lebanon,2036,4888628,9319760
Lebanon,2041,4625900,11450112
Lebanon,2046,4318891,14159689
Lebanon,2051,3985761,17839527
Lebanon,2056,3645556,22852577
Lebanon,2061,3313628,29654086
Lebanon,2066,3019005,39055478
Lebanon,2071,2736993,50936756
Lebanon,2076,2472925,66255763
Lebanon,2081,2220113,86197213
Lebanon,2086,1978315,112573278
Lebanon,2091,1756465,147891145
Lebanon,2096,1563526,194708836
Lesotho,2021,2281465,2281465
Lesotho,2026,2360185,2706402
Lesotho,2031,2429676,3160063
Lesotho,2036,2478769,3636479
Lesotho,2041,2514145,4128787
Lesotho,2046,2537712,4637333
Lesotho,2051,2554200,5249102
Lesotho,2056,2562325,5962510
Lesotho,2061,2557931,6775240
Lesotho,2066,2545758,7711742
Lesotho,2071,2530239,8688501
Lesotho,2076,2515005,9758400
Lesotho,2081,2503599,10989000
Lesotho,2086,2493805,12437637
Lesotho,2091,2483861,14138098
Lesotho,2096,2471721,16055750
Less developed regions,2021,6633179094,6633179094
Less developed regions,2026,6785105625,7501256784
Less developed regions,2031,6923990707,8359252822
Less developed regions,2036,7048979971,9202222692
Less developed regions,2041,7171763754,10050779165
Less developed regions,2046,7272771353,10897936212
Less developed regions,2051,7355327517,12130978604
Less developed regions,2056,7418556923,13736392638
Less developed regions,2061,7458603275,15704248710
Less developed regions,2066,7495623374,18044115782
Less developed regions,2071,7530486008,20382882132
Less developed regions,2076,7563669393,22944959162
Less developed regions,2081,7596765320,25952830696
Less developed regions,2086,7623013178,29613260573
Less developed regions,2091,7645640135,34100862690
Less developed regions,2096,7670269530,39150953133
Less developed regions excluding China,2021,5175244535,5175244535
Less developed regions excluding China,2026,5385176437,5879743419
Less developed regions excluding China,2031,5593584546,6596068089
Less developed regions excluding China,2036,5798275258,7325230570
Less developed regions excluding China,2041,5999415241,8063947932
Less developed regions excluding China,2046,6180480041,8801357542
Less developed regions excluding China,2051,6341083905,9789216586
Less developed regions excluding China,2056,6481369002,11032209268
Less developed regions excluding China,2061,6603039677,12536781118
Less developed regions excluding China,2066,6723995624,14309586250
Less developed regions excluding China,2071,6844768347,16113565330
Less developed regions excluding China,2076,6962785220,18081532884
Less developed regions excluding China,2081,7077454163,20348207411
Less developed regions excluding China,2086,7185944535,23055243158
Less developed regions excluding China,2091,7293429142,26328857168
Less developed regions excluding China,2096,7405994728,30022122237
Less developed regions excluding least developed countries,2021,5533610526,5533610526
Less developed regions excluding least developed countries,2026,5596214391,6240802117
Less developed regions excluding least developed countries,2031,5639551414,6919877028
Less developed regions excluding least developed countries,2036,5663739749,7564421258
Less developed regions excluding least developed countries,2041,5680166243,8196165423
Less developed regions excluding least developed countries,2046,5674461299,8810525640
Less developed regions excluding least developed countries,2051,5651919246,9767445179
Less developed regions excluding least developed countries,2056,5613027501,11048543132
Less developed regions excluding least developed countries,2061,5554198170,12637035422
Less developed regions excluding least developed countries,2066,5491467168,14537189394
Less developed regions excluding least developed countries,2071,5425740688,16395031346
Less developed regions excluding least developed countries,2076,5358726397,18419724609
Less developed regions excluding least developed countries,2081,5293309873,20817204971
Less developed regions excluding least developed countries,2086,5223847478,23773020214
Less developed regions excluding least developed countries,2091,5152475614,27438021815
Less developed regions excluding least developed countries,2096,5083256906,31549660538
Liberia,2021,5193425,5193425
Liberia,2026,5006959,6044051
Liberia,2031,4876970,7164221
Liberia,2036,4767096,8702923
Liberia,2041,4593528,10707516
Liberia,2046,4332546,13197008
Liberia,2051,4026105,16269915
Liberia,2056,3717373,20113815
Liberia,2061,3439221,25021272
Liberia,2066,3199777,31434174
Liberia,2071,2966236,39602109
Liberia,2076,2728570,49865783
Liberia,2081,2489407,62607418
Liberia,2086,2259735,78452821
Liberia,2091,2055451,98453237
Liberia,2096,1878717,123894163
Libya,2021,6735289,6735289
Libya,2026,6713954,8263645
Libya,2031,6609516,10103275
Libya,2036,6462279,12272071
Libya,2041,6230563,14599694
Libya,2046,5931575,16965712
Libya,2051,5591386,20331089
Libya,2056,5234046,25276925
Libya,2061,4887025,32361866
Libya,2066,4546332,41778259
Libya,2071,4206883,52164239
Libya,2076,3865121,64253376
Libya,2081,3540222,79119622
Libya,2086,3231530,98796084
Libya,2091,2947369,125901373
Libya,2096,2683119,160673379
Liechtenstein,2021,39048,39048
Liechtenstein,2026,38694,41048
Liechtenstein,2031,38179,43197
Liechtenstein,2036,37497,45533
Liechtenstein,2041,36679,48215
Liechtenstein,2046,35769,51394
Liechtenstein,2051,34829,55861
Liechtenstein,2056,33928,61884
Liechtenstein,2061,33087,69700
Liechtenstein,2066,32296,79278
Liechtenstein,2071,31521,89735
Liechtenstein,2076,30745,101608
Liechtenstein,2081,29967,115478
Liechtenstein,2086,29185,132064
Liechtenstein,2091,28408,152077
Liechtenstein,2096,27616,175340
Lithuania,2021,2786661,2786661
Lithuania,2026,2567746,2724557
Lithuania,2031,2362311,2667634
Lithuania,2036,2159290,2607581
Lithuania,2041,1960134,2552079
Lithuania,2046,1766925,2503194
Lithuania,2051,1586799,2491681
Lithuania,2056,1419634,2518588
Lithuania,2061,1265263,2577155
Lithuania,2066,1123427,2662223
Lithuania,2071,993737,2742003
Lithuania,2076,877631,2830895
Lithuania,2081,775941,2941735
Lithuania,2086,687805,3076512
Lithuania,2091,610417,3240253
Lithuania,2096,540302,3416790
Lower-middle-income countries,2021,3396756486,3396756486
Lower-middle-income countries,2026,3525041859,3854225852
Lower-middle-income countries,2031,3650045510,4315629872
Lower-middle-income countries,2036,3769425243,4780071812
Lower-middle-income countries,2041,3883443915,5244398530
Lower-middle-income countries,2046,3980712192,5699383613
Lower-middle-income countries,2051,4060532171,6310580157
Lower-middle-income countries,2056,4124030100,7081550197
Lower-middle-income countries,2061,4172562898,8015632523
Lower-middle-income countries,2066,4218213940,9116850309
Lower-middle-income countries,2071,4261661270,10226189209
Lower-middle-income countries,2076,4301266155,11426870555
Lower-middle-income countries,2081,4337035834,12803707499
Lower-middle-income countries,2086,4367543452,14445784534
Lower-middle-income countries,2091,4396526190,16433292308
Lower-middle-income countries,2096,4428032698,18669553241
Low-income countries,2021,718255082,718255082
Low-income countries,2026,778484186,817103892
Low-income countries,2031,849646618,932116678
Low-income countries,2036,930584415,1064222500
Low-income countries,2041,1018990377,1212331982
Low-income countries,2046,1109028105,1375174958
Low-income countries,2051,1198210973,1561924456
Low-income countries,2056,1289066962,1777677453
Low-income countries,2061,1385241317,2029147015
Low-income countries,2066,1492340025,2322198417
Low-income countries,2071,1610727902,2652123054
Low-income countries,2076,1736223049,3023642921
Low-income countries,2081,1866488019,3444161655
Low-income countries,2086,2001654912,3925935347
Low-income countries,2091,2146086820,4484366524
Low-income countries,2096,2304963704,5126337818
Luxembourg,2021,639332,639332
Luxembourg,2026,648705,689427
Luxembourg,2031,655556,746507
Luxembourg,2036,657481,809224
Luxembourg,2041,654186,875774
Luxembourg,2046,648342,947386
Luxembourg,2051,639956,1034474
Luxembourg,2056,628580,1138210
Luxembourg,2061,614829,1261121
Luxembourg,2066,599922,1404670
Luxembourg,2071,583815,1559906
Luxembourg,2076,565969,1730770
Luxembourg,2081,548210,1923651
Luxembourg,2086,531335,2146569
Luxembourg,2091,515576,2405852
Luxembourg,2096,499439,2702132
Madagascar,2021,28915664,28915664
Madagascar,2026,31469110,34283245
Madagascar,2031,34412076,40394378
Madagascar,2036,37669890,47249139
Madagascar,2041,41072953,54635700
Madagascar,2046,44451053,62493244
Madagascar,2051,47755067,72533299
Madagascar,2056,51068122,85106512
Madagascar,2061,54553791,100669588
Madagascar,2066,58350625,119398587
Madagascar,2071,62444650,139905927
Madagascar,2076,66686414,163222616
Madagascar,2081,70999736,190631410
Madagascar,2086,75422166,223907811
Madagascar,2091,80101327,264824450
Madagascar,2096,85198452,312954448
Malawi,2021,19889753,19889753
Malawi,2026,21049266,23613044
Malawi,2031,22393973,28263618
Malawi,2036,23985746,34106527
Malawi,2041,25502583,41096618
Malawi,2046,26781018,49050585
Malawi,2051,27790549,58394900
Malawi,2056,28704111,69785872
Malawi,2061,29721174,84017127
Malawi,2066,30894086,102136423
Malawi,2071,32146441,123838861
Malawi,2076,33396806,149856254
Malawi,2081,34513500,180852998
Malawi,2086,35443081,218056025
Malawi,2091,36376634,263643373
Malawi,2096,37655769,319748011
Malaysia,2021,33573882,33573882
Malaysia,2026,34636133,40393167
Malaysia,2031,35550463,47445265
Malaysia,2036,36241066,54725368
Malaysia,2041,36711662,62299638
Malaysia,2046,36940674,70124051
Malaysia,2051,36981479,82460833
Malaysia,2056,36857395,100025977
Malaysia,2061,36535988,123034697
Malaysia,2066,36042828,151810637
Malaysia,2071,35429177,181648148
Malaysia,2076,34737945,216262639
Malaysia,2081,34030712,259781183
Malaysia,2086,33335348,316348594
Malaysia,2091,32652245,390769603
Malaysia,2096,31975420,480350026
Maldives,2021,521471,521471
Maldives,2026,537528,671582
Maldives,2031,548635,819580
Maldives,2036,550867,969622
Maldives,2041,544462,1126647
Maldives,2046,532841,1299533
Maldives,2051,519993,1574765
Maldives,2056,503961,1979646
Maldives,2061,483264,2533474
Maldives,2066,462369,3240089
Maldives,2071,444585,3990885
Maldives,2076,429567,4914085
Maldives,2081,416153,6129139
Maldives,2086,403448,7780392
Maldives,2091,391514,10038263
Maldives,2096,379720,12861942
Mali,2021,21904995,21904995
Mali,2026,22965067,24708775
Mali,2031,24315975,28085516
Mali,2036,25924452,32166425
Mali,2041,27840546,37054102
Mali,2046,29840093,42629298
Mali,2051,31578580,48781746
Mali,2056,33094796,55644226
Mali,2061,34470986,63466896
Mali,2066,35964829,72671338
Mali,2071,37764186,83500273
Mali,2076,39677960,95965348
Mali,2081,41565744,110086973
Mali,2086,43324618,125988097
Mali,2091,45010988,144109212
Mali,2096,46841493,165082591
Malta,2021,526759,526759
Malta,2026,504229,595060
Malta,2031,482667,667932
Malta,2036,459234,737344
Malta,2041,433544,800546
Malta,2046,407082,866607
Malta,2051,381013,979238
Malta,2056,353849,1158551
Malta,2061,324491,1409369
Malta,2066,293682,1725073
Malta,2071,263490,2033999
Malta,2076,236360,2377274
Malta,2081,213231,2807337
Malta,2086,194071,3393964
Malta,2091,178222,4208468
Malta,2096,164011,5221984
Marshall Islands,2021,42061,42061
Marshall Islands,2026,41786,55196
Marshall Islands,2031,40987,69291
Marshall Islands,2036,39386,85437
Marshall Islands,2041,37541,106617
Marshall Islands,2046,35781,132889
Marshall Islands,2051,33830,172845
Marshall Islands,2056,31555,217797
Marshall Islands,2061,29220,272627
Marshall Islands,2066,27217,348046
Marshall Islands,2071,25179,463461
Marshall Islands,2076,23136,615857
Marshall Islands,2081,21357,740962
Marshall Islands,2086,19726,842911
Marshall Islands,2091,18292,941115
Marshall Islands,2096,16951,1061481
Martinique,2021,368806,368806
Martinique,2026,332675,374715
Martinique,2031,303076,389937
Martinique,2036,275940,412791
Martinique,2041,248900,436747
Martinique,2046,220794,454284
Martinique,2051,194229,483981
Martinique,2056,170701,533841
Martinique,2061,150604,610439
Martinique,2066,134234,714963
Martinique,2071,119464,821017
Martinique,2076,105693,932630
Martinique,2081,92708,1054711
Martinique,2086,80710,1201048
Martinique,2091,70694,1393884
Martinique,2096,62426,1629058
Mauritania,2021,4614984,4614984
Mauritania,2026,5014948,5383735
Mauritania,2031,5483147,6308718
Mauritania,2036,6036393,7423819
Mauritania,2041,6632402,8793769
Mauritania,2046,7250833,10303978
Mauritania,2051,7846663,12012066
Mauritania,2056,8452404,14087060
Mauritania,2061,9097636,16522771
Mauritania,2066,9806610,19481892
Mauritania,2071,10598139,22903430
Mauritania,2076,11423574,26833189
Mauritania,2081,12286180,31449082
Mauritania,2086,13206882,36990807
Mauritania,2091,14153798,43571139
Mauritania,2096,15248485,51347110
Mauritius,2021,1298926,1298926
Mauritius,2026,1228265,1442252
Mauritius,2031,1150440,1577016
Mauritius,2036,1070954,1697298
Mauritius,2041,989743,1783252
Mauritius,2046,906622,1841527
Mauritius,2051,823849,2000684
Mauritius,2056,745148,2274663
Mauritius,2061,670018,2655476
Mauritius,2066,600432,3114314
Mauritius,2071,536675,3518615
Mauritius,2076,476363,3927872
Mauritius,2081,422283,4424839
Mauritius,2086,374756,5098368
Mauritius,2091,332723,5991528
Mauritius,2096,295671,6995800
Mayotte,2021,316022,316022
Mayotte,2026,355070,402876
Mayotte,2031,394790,517758
Mayotte,2036,436567,670577
Mayotte,2041,482666,870940
Mayotte,2046,536383,1139739
Mayotte,2051,593335,1493832
Mayotte,2056,650706,1962031
Mayotte,2061,708751,2588893
Mayotte,2066,768294,3429544
Mayotte,2071,834583,4541132
Mayotte,2076,908249,6010886
Mayotte,2081,988730,7951480
Mayotte,2086,1073971,10525090
Mayotte,2091,1161407,13942302
Mayotte,2096,1252357,18483254
Melanesia,2021,12188843,12188843
Melanesia,2026,12728406,13956263
Melanesia,2031,13313761,15922855
Melanesia,2036,13906723,18087332
Melanesia,2041,14439355,20453919
Melanesia,2046,14875739,23001128
Melanesia,2051,15229067,26215604
Melanesia,2056,15545647,30215271
Melanesia,2061,15874263,35096782
Melanesia,2066,16230990,40924651
Melanesia,2071,16580881,47229962
Melanesia,2076,16896803,54256847
Melanesia,2081,17171730,62355045
Melanesia,2086,17423217,72016293
Melanesia,2091,17682595,83673338
Melanesia,2096,17967810,97204372
Mexico,2021,126705149,126705149
Mexico,2026,127202736,148187708
Mexico,2031,127044963,169203022
Mexico,2036,126330515,189340525
Mexico,2041,125158185,208131112
Mexico,2046,123150378,224831382
Mexico,2051,120567563,253102081
Mexico,2056,117527834,293292052
Mexico,2061,114078456,345469688
Mexico,2066,110704877,408805458
Mexico,2071,107246474,469342752
Mexico,2076,103664818,534765245
Mexico,2081,100082200,613729177
Mexico,2086,96481182,715497382
Mexico,2091,92984668,847456938
Mexico,2096,89688827,998761420
Micronesia,2021,534617,534617
Micronesia,2026,533393,607851
Micronesia,2031,532542,699656
Micronesia,2036,531897,811580
Micronesia,2041,528205,935479
Micronesia,2046,519402,1064044
Micronesia,2051,509408,1231793
Micronesia,2056,499801,1455062
Micronesia,2061,491673,1753337
Micronesia,2066,485513,2134361
Micronesia,2071,478141,2557243
Micronesia,2076,469240,3034098
Micronesia,2081,458839,3588936
Micronesia,2086,447855,4270135
Micronesia,2091,438151,5143204
Micronesia,2096,429656,6218158
Micronesia (Fed. States of),2021,113139,113139
Micronesia (Fed. States of),2026,112851,130998
Micronesia (Fed. States of),2031,112218,152023
Micronesia (Fed. States of),2036,110909,175194
Micronesia (Fed. States of),2041,107985,196908
Micronesia (Fed. States of),2046,103637,215546
Micronesia (Fed. States of),2051,98898,240950
Micronesia (Fed. States of),2056,94234,276604
Micronesia (Fed. States of),2061,89751,324927
Micronesia (Fed. States of),2066,85397,385690
Micronesia (Fed. States of),2071,80841,447019
Micronesia (Fed. States of),2076,75941,511302
Micronesia (Fed. States of),2081,71006,583753
Micronesia (Fed. States of),2086,66256,673356
Micronesia (Fed. States of),2091,61929,789717
Micronesia (Fed. States of),2096,57986,929018
Middle Africa,2021,190267982,190267982
Middle Africa,2026,206369546,217967696
Middle Africa,2031,226223782,251914414
Middle Africa,2036,249768376,293003940
Middle Africa,2041,276932634,341968859
Middle Africa,2046,306682939,398636245
Middle Africa,2051,335767487,462135851
Middle Africa,2056,364479562,534119823
Middle Africa,2061,393869416,617209973
Middle Africa,2066,425761141,715177449
Middle Africa,2071,463110476,831626874
Middle Africa,2076,504122060,966990759
Middle Africa,2081,547252728,1122256124
Middle Africa,2086,591571015,1299640057
Middle Africa,2091,637381058,1503917232
Middle Africa,2096,687533974,1742757224
Middle-income countries,2021,5916620122,5916620122
Middle-income countries,2026,5998377387,6625044512
Middle-income countries,2031,6060025571,7307191836
Middle-income countries,2036,6101282361,7955042010
Middle-income countries,2041,6135325219,8592791098
Middle-income countries,2046,6147450298,9215215018
Middle-income countries,2051,6141532155,10150965438
Middle-income countries,2056,6117564023,11383280244
