country,year,min,max
Saint Lucia,2041,126070,281808
Saint Lucia,2046,111788,288987
Saint Lucia,2051,98387,316898
Saint Lucia,2056,86089,367620
Saint Lucia,2061,74956,439488
Saint Lucia,2066,64878,524898
Saint Lucia,2071,55735,592581
Saint Lucia,2076,47684,661914
Saint Lucia,2081,40891,750350
Saint Lucia,2086,35355,876889
Saint Lucia,2091,30848,1055232
Saint Lucia,2096,27048,1258216
Saint Martin (French part),2021,31960,31960
Saint Martin (French part),2026,36587,48560
Saint Martin (French part),2031,41899,80652
Saint Martin (French part),2036,49046,152812
Saint Martin (French part),2041,55690,300701
Saint Martin (French part),2046,62760,588460
Saint Martin (French part),2051,70515,1105495
Saint Martin (French part),2056,77048,2046390
Saint Martin (French part),2061,84290,3999805
Saint Martin (French part),2066,91040,8243263
Saint Martin (French part),2071,96438,17401201
Saint Martin (French part),2076,101640,36345420
Saint Martin (French part),2081,104217,73309781
Saint Martin (French part),2086,105708,143543973
Saint Martin (French part),2091,105238,279858060
Saint Martin (French part),2096,104048,559379977
Saint Pierre and Miquelon,2021,5892,5892
Saint Pierre and Miquelon,2026,5481,6109
Saint Pierre and Miquelon,2031,5059,6384
Saint Pierre and Miquelon,2036,4634,6744
Saint Pierre and Miquelon,2041,4222,7205
Saint Pierre and Miquelon,2046,3805,7767
Saint Pierre and Miquelon,2051,3392,8533
Saint Pierre and Miquelon,2056,2996,9566
Saint Pierre and Miquelon,2061,2616,10874
Saint Pierre and Miquelon,2066,2269,12595
Saint Pierre and Miquelon,2071,1963,14588
Saint Pierre and Miquelon,2076,1692,16914
Saint Pierre and Miquelon,2081,1453,19672
Saint Pierre and Miquelon,2086,1245,22974
Saint Pierre and Miquelon,2091,1065,26977
Saint Pierre and Miquelon,2096,914,31790
Saint Vincent and the Grenadines,2021,104341,104341
Saint Vincent and the Grenadines,2026,99130,122258
Saint Vincent and the Grenadines,2031,93167,138261
Saint Vincent and the Grenadines,2036,86692,153280
Saint Vincent and the Grenadines,2041,79633,165521
Saint Vincent and the Grenadines,2046,72406,174544
Saint Vincent and the Grenadines,2051,65419,195131
Saint Vincent and the Grenadines,2056,58744,226544
Saint Vincent and the Grenadines,2061,52361,267703
Saint Vincent and the Grenadines,2066,46433,317763
Saint Vincent and the Grenadines,2071,40977,362725
Saint Vincent and the Grenadines,2076,36171,412618
Saint Vincent and the Grenadines,2081,31993,475328
Saint Vincent and the Grenadines,2086,28422,558250
Saint Vincent and the Grenadines,2091,25296,668149
Saint Vincent and the Grenadines,2096,22509,792811
Samoa,2021,218772,218772
Samoa,2026,222140,250501
Samoa,2031,222792,285394
Samoa,2036,221180,322599
Samoa,2041,216995,359694
Samoa,2046,211296,395997
Samoa,2051,205829,444388
Samoa,2056,200157,507407
Samoa,2061,194191,586592
Samoa,2066,188266,682401
Samoa,2071,181749,780512
Samoa,2076,174845,888457
Samoa,2081,168161,1012719
Samoa,2086,161665,1162116
Samoa,2091,155548,1346533
Samoa,2096,149529,1560024
San Marino,2021,33754,33754
San Marino,2026,33148,35649
San Marino,2031,32601,38072
San Marino,2036,32017,41384
San Marino,2041,31290,45612
San Marino,2046,30290,50381
San Marino,2051,28980,56411
San Marino,2056,27548,64184
San Marino,2061,26098,74545
San Marino,2066,24883,88649
San Marino,2071,23776,105359
San Marino,2076,22735,125566
San Marino,2081,21640,149326
San Marino,2086,20411,177283
San Marino,2091,19206,211706
San Marino,2096,18065,254193
Sao Tome and Principe,2021,223116,223116
Sao Tome and Principe,2026,216015,285013
Sao Tome and Principe,2031,214232,377347
Sao Tome and Principe,2036,212749,499619
Sao Tome and Principe,2041,205572,651923
Sao Tome and Principe,2046,193392,838446
Sao Tome and Principe,2051,178663,1081988
Sao Tome and Principe,2056,165249,1413941
Sao Tome and Principe,2061,153772,1885441
Sao Tome and Principe,2066,144000,2546778
Sao Tome and Principe,2071,134101,3405852
Sao Tome and Principe,2076,123528,4499116
Sao Tome and Principe,2081,112480,5905284
Sao Tome and Principe,2086,101879,7784631
Sao Tome and Principe,2091,92432,10375318
Sao Tome and Principe,2096,84437,13908620
Saudi Arabia,2021,35950408,35950408
Saudi Arabia,2026,37865189,43911598
Saudi Arabia,2031,39572616,53230522
Saudi Arabia,2036,41132400,64421155
Saudi Arabia,2041,42328855,77248585
Saudi Arabia,2046,43156688,91831165
Saudi Arabia,2051,43670541,111623260
Saudi Arabia,2056,44055267,139052088
Saudi Arabia,2061,44475257,177138302
Saudi Arabia,2066,44960324,227608159
Saudi Arabia,2071,45407489,285468329
Saudi Arabia,2076,45807774,354843692
Saudi Arabia,2081,46055887,439764191
Saudi Arabia,2086,46236777,549562786
Saudi Arabia,2091,46475664,696741578
Saudi Arabia,2096,46795124,886484017
Senegal,2021,16876730,16876730
Senegal,2026,18310371,19768016
Senegal,2031,19880598,23022665
Senegal,2036,21623474,26739205
Senegal,2041,23560994,30953184
Senegal,2046,25524961,35531920
Senegal,2051,27468489,41100306
Senegal,2056,29391743,47782759
Senegal,2061,31322727,55783774
Senegal,2066,33451655,65406890
Senegal,2071,35777963,76151753
Senegal,2076,38256907,88489605
Senegal,2081,40835865,102871345
Senegal,2086,43463078,119834070
Senegal,2091,46215843,140192584
Senegal,2096,49188916,164017041
Serbia,2021,7296780,7296780
Serbia,2026,6672173,7051182
Serbia,2031,6152537,6880582
Serbia,2036,5704076,6769094
Serbia,2041,5306179,6724043
Serbia,2046,4948667,6742730
Serbia,2051,4616845,6903091
Serbia,2056,4308457,7190939
Serbia,2061,4018310,7583552
Serbia,2066,3746928,8074004
Serbia,2071,3497525,8576755
Serbia,2076,3263745,9141242
Serbia,2081,3042262,9801360
Serbia,2086,2835316,10573890
Serbia,2091,2643414,11424460
Serbia,2096,2467144,12313867
Seychelles,2021,106480,106480
Seychelles,2026,103877,119509
Seychelles,2031,100728,132306
Seychelles,2036,97130,145086
Seychelles,2041,93174,157477
Seychelles,2046,89244,170647
Seychelles,2051,85307,191534
Seychelles,2056,81285,220909
Seychelles,2061,77243,259249
Seychelles,2066,73302,305575
Seychelles,2071,69727,352431
Seychelles,2076,66551,405651
Seychelles,2081,63627,470111
Seychelles,2086,60804,551210
Seychelles,2091,58039,653763
Seychelles,2096,55340,772956
Sierra Leone,2021,8420649,8420649
Sierra Leone,2026,8642233,9628484
Sierra Leone,2031,8912912,11088632
Sierra Leone,2036,9191834,12854741
Sierra Leone,2041,9403360,14917701
Sierra Leone,2046,9497020,17250736
Sierra Leone,2051,9504955,20008761
Sierra Leone,2056,9472124,23313107
Sierra Leone,2061,9438105,27303284
Sierra Leone,2066,9424121,32164079
Sierra Leone,2071,9390493,37822453
Sierra Leone,2076,9316287,44402676
Sierra Leone,2081,9204288,52085086
Sierra Leone,2086,9075170,61152503
Sierra Leone,2091,8960554,72008384
Sierra Leone,2096,8869953,84927564
Singapore,2021,5941071,5941071
Singapore,2026,5998255,7093510
Singapore,2031,6012202,8362439
Singapore,2036,5962662,9813598
Singapore,2041,5849136,11454965
Singapore,2046,5712597,13340389
Singapore,2051,5545697,16551615
Singapore,2056,5342462,21681668
Singapore,2061,5113608,29251876
Singapore,2066,4881971,39535834
Singapore,2071,4666527,51155677
Singapore,2076,4458828,65721341
Singapore,2081,4270639,85447895
Singapore,2086,4102198,113490361
Singapore,2091,3947421,154018934
Singapore,2096,3788872,208104459
Sint Maarten (Dutch part),2021,44050,44050
Sint Maarten (Dutch part),2026,45956,63090
Sint Maarten (Dutch part),2031,45980,95245
Sint Maarten (Dutch part),2036,43700,146319
Sint Maarten (Dutch part),2041,40559,225063
Sint Maarten (Dutch part),2046,36062,336568
Sint Maarten (Dutch part),2051,28687,508207
Sint Maarten (Dutch part),2056,19062,823734
Sint Maarten (Dutch part),2061,12056,1414747
Sint Maarten (Dutch part),2066,9539,2452238
Sint Maarten (Dutch part),2071,8553,4155143
Sint Maarten (Dutch part),2076,7300,6817677
Sint Maarten (Dutch part),2081,6015,11007841
Sint Maarten (Dutch part),2086,4987,17912356
Sint Maarten (Dutch part),2091,4175,30024188
Sint Maarten (Dutch part),2096,3546,51589061
Slovakia,2021,5447631,5447631
Slovakia,2026,5212607,5628493
Slovakia,2031,4960846,5735043
Slovakia,2036,4687964,5792096
Slovakia,2041,4407196,5821337
Slovakia,2046,4135561,5851645
Slovakia,2051,3869630,6021611
Slovakia,2056,3600364,6295467
Slovakia,2061,3328212,6656950
Slovakia,2066,3060102,7094797
Slovakia,2071,2813073,7491848
Slovakia,2076,2593511,7940112
Slovakia,2081,2400772,8486257
Slovakia,2086,2227646,9155292
Slovakia,2091,2062971,9959993
Slovakia,2096,1903385,10815543
Slovenia,2021,2119421,2119421
Slovenia,2026,2000029,2112423
Slovenia,2031,1882795,2099209
Slovenia,2036,1771627,2093240
Slovenia,2041,1666794,2097177
Slovenia,2046,1567000,2110250
Slovenia,2051,1470614,2156065
Slovenia,2056,1374319,2221544
Slovenia,2061,1279063,2309218
Slovenia,2066,1187587,2422853
Slovenia,2071,1103836,2541091
Slovenia,2076,1028701,2679571
Slovenia,2081,959182,2841300
Slovenia,2086,893014,3023230
Slovenia,2091,828242,3228803
Slovenia,2096,766442,3447611
Small Island Developing States (SIDS),2021,73767233,73767233
Small Island Developing States (SIDS),2026,74716971,82269505
Small Island Developing States (SIDS),2031,75425568,90591867
Small Island Developing States (SIDS),2036,75795655,98558560
Small Island Developing States (SIDS),2041,75828568,106146671
Small Island Developing States (SIDS),2046,75511848,113295062
Small Island Developing States (SIDS),2051,75001127,124019688
Small Island Developing States (SIDS),2056,74332893,138437731
Small Island Developing States (SIDS),2061,73505547,156408983
Small Island Developing States (SIDS),2066,72542660,177670947
Small Island Developing States (SIDS),2071,71430082,198321640
Small Island Developing States (SIDS),2076,70218830,220372561
Small Island Developing States (SIDS),2081,68979695,246007695
Small Island Developing States (SIDS),2086,67761410,277358952
Small Island Developing States (SIDS),2091,66588182,316014909
Small Island Developing States (SIDS),2096,65449022,359291505
Solomon Islands,2021,707862,707862
Solomon Islands,2026,754608,829581
Solomon Islands,2031,802823,962094
Solomon Islands,2036,853451,1107398
Solomon Islands,2041,906745,1267809
Solomon Islands,2046,959313,1442156
Solomon Islands,2051,1011480,1665341
Solomon Islands,2056,1063824,1941368
Solomon Islands,2061,1117076,2273072
Solomon Islands,2066,1174593,2665528
Solomon Islands,2071,1235608,3094760
Solomon Islands,2076,1299572,3586218
Solomon Islands,2081,1365847,4166660
Solomon Islands,2086,1433812,4863407
Solomon Islands,2091,1505008,5704095
Solomon Islands,2096,1580653,6677581
Somalia,2021,17065593,17065593
Somalia,2026,17173937,20536145
Somalia,2031,17532341,25261718
Somalia,2036,17999076,31805358
Somalia,2041,18343359,40830784
Somalia,2046,18466421,52956532
Somalia,2051,18317995,68271558
Somalia,2056,17996420,87700530
Somalia,2061,17672772,112354334
Somalia,2066,17371993,144408014
Somalia,2071,17083157,187873468
Somalia,2076,16712964,245364682
Somalia,2081,16237138,319885955
Somalia,2086,15711980,415043512
Somalia,2091,15182886,536459414
Somalia,2096,14708018,694337132
South Africa,2021,59392265,59392265
South Africa,2026,61302147,70870937
South Africa,2031,62734559,83260222
South Africa,2036,63738837,96452928
South Africa,2041,64295056,112418399
South Africa,2046,64513001,131698933
South Africa,2051,64640119,158796009
South Africa,2056,64404139,192999214
South Africa,2061,64030328,236555394
South Africa,2066,63605361,292462699
South Africa,2071,62903433,356055892
South Africa,2076,62101690,432941314
South Africa,2081,61311493,529355598
South Africa,2086,60590245,651393183
South Africa,2091,59976266,807494232
South Africa,2096,59333566,997309204
South America,2021,434254130,434254130
South America,2026,439828018,491090124
South America,2031,443510124,545144528
South America,2036,444932784,595655522
South America,2041,444025985,642239133
South America,2046,440420815,684312110
South America,2051,434892271,750799126
South America,2056,427628241,841769120
South America,2061,418775213,956474572
South America,2066,409172029,1093693675
South America,2071,398795061,1224580514
South America,2076,388010552,1364340996
South America,2081,377315167,1528561436
South America,2086,366832727,1732750182
South America,2091,356786027,1989404007
South America,2096,347227394,2278178765
South Sudan,2021,10748282,10748282
South Sudan,2026,10604293,12005330
South Sudan,2031,10259712,13942818
South Sudan,2036,9892767,16953840
South Sudan,2041,9545263,21040451
South Sudan,2046,9151315,25703614
South Sudan,2051,8704133,30559518
South Sudan,2056,8175754,35986517
South Sudan,2061,7609350,42753438
South Sudan,2066,7080007,52325920
South Sudan,2071,6596597,64987049
South Sudan,2076,6116218,80348388
South Sudan,2081,5644484,97853084
South Sudan,2086,5167403,117598570
South Sudan,2091,4709241,141334274
South Sudan,2096,4278259,171763494
South-Eastern Asia,2021,675796075,675796075
South-Eastern Asia,2026,688408421,764131468
South-Eastern Asia,2031,697707669,848865128
South-Eastern Asia,2036,704124487,930581552
South-Eastern Asia,2041,707903781,1008798340
South-Eastern Asia,2046,708303004,1083245194
South-Eastern Asia,2051,706383118,1197028288
South-Eastern Asia,2056,702020400,1349948272
South-Eastern Asia,2061,695494075,1542270617
South-Eastern Asia,2066,688596735,1772771067
South-Eastern Asia,2071,681092126,1998644177
South-Eastern Asia,2076,673266679,2243328185
South-Eastern Asia,2081,665476411,2530050177
South-Eastern Asia,2086,657437348,2883573265
South-Eastern Asia,2091,649490907,3323708509
South-Eastern Asia,2096,641868793,3820982462
Southern Africa,2021,67984563,67984563
Southern Africa,2026,70453043,80762649
Southern Africa,2031,72413793,94463107
Southern Africa,2036,73922106,109045277
Southern Africa,2041,74952246,126408734
Southern Africa,2046,75619658,147027118
Southern Africa,2051,76185518,175709502
Southern Africa,2056,76373782,211707548
Southern Africa,2061,76388885,257125210
Southern Africa,2066,76334733,314757698
Southern Africa,2071,75991559,379769022
Southern Africa,2076,75549670,457680495
Southern Africa,2081,75118898,554447329
Southern Africa,2086,74756969,675851224
Southern Africa,2091,74498375,829738907
Southern Africa,2096,74201400,1015219566
Southern Asia,2021,1989452491,1989452491
Southern Asia,2026,2041830126,2269016697
Southern Asia,2031,2090793608,2550341657
Southern Asia,2036,2132796849,2827306949
Southern Asia,2041,2166817445,3093482172
Southern Asia,2046,2186149154,3341809039
Southern Asia,2051,2191900061,3691996212
Southern Asia,2056,2186583163,4150890160
Southern Asia,2061,2171446725,4720139334
Southern Asia,2066,2152584542,5396662010
Southern Asia,2071,2129877603,6061308478
Southern Asia,2076,2102784311,6769691699
Southern Asia,2081,2072815049,7584604475
Southern Asia,2086,2040715468,8574249374
Southern Asia,2091,2009109774,9796441533
Southern Asia,2096,1979845560,11176482286
Southern Europe,2021,152130617,152130617
Southern Europe,2026,144009387,151631995
Southern Europe,2031,136239741,151559375
Southern Europe,2036,128806191,151929088
Southern Europe,2041,121444494,152267881
Southern Europe,2046,114002533,152338019
Southern Europe,2051,106504819,153779613
Southern Europe,2056,99045215,156928243
Southern Europe,2061,91905719,162254216
Southern Europe,2066,85330626,169963354
Southern Europe,2071,79366074,177937959
Southern Europe,2076,73961110,186733557
Southern Europe,2081,68968411,196558122
Southern Europe,2086,64284348,207809130
Southern Europe,2091,59871191,221191511
Southern Europe,2096,55754751,236206120
Spain,2021,47486946,47486946
Spain,2026,45469048,48912899
Spain,2031,43516889,50738561
Spain,2036,41594490,52995594
Spain,2041,39655071,55578704
Spain,2046,37641587,58413200
Spain,2051,35502715,62077939
Spain,2056,33272354,66872918
Spain,2061,31051225,73240650
Spain,2066,28955371,81437269
Spain,2071,27061143,90462225
Spain,2076,25364760,100765846
Spain,2081,23784144,112479259
Spain,2086,22261681,126004345
Spain,2091,20779513,142059475
Spain,2096,19361952,160632178
Sri Lanka,2021,21773449,21773449
Sri Lanka,2026,21855258,24190380
Sri Lanka,2031,21823444,26518993
Sri Lanka,2036,21751733,28892961
Sri Lanka,2041,21624581,31256130
Sri Lanka,2046,21432771,33501482
Sri Lanka,2051,21177654,36880669
Sri Lanka,2056,20861239,41398386
Sri Lanka,2061,20510181,47147641
Sri Lanka,2066,20160656,54159069
Sri Lanka,2071,19818626,61192321
Sri Lanka,2076,19477888,68944738
Sri Lanka,2081,19124408,78012629
Sri Lanka,2086,18756041,89138600
Sri Lanka,2091,18386177,102908721
Sri Lanka,2096,18029479,118504834
State of Palestine,2021,5133402,5133402
State of Palestine,2026,5069828,5894922
State of Palestine,2031,4998556,6744493
State of Palestine,2036,4905065,7691980
State of Palestine,2041,4759781,8705655
State of Palestine,2046,4561530,9801107
State of Palestine,2051,4347805,11234711
State of Palestine,2056,4137388,13055744
State of Palestine,2061,3936420,15284385
State of Palestine,2066,3750368,17962243
State of Palestine,2071,3555191,20834798
State of Palestine,2076,3354005,24082889
State of Palestine,2081,3154127,27918512
State of Palestine,2086,2963716,32573121
State of Palestine,2091,2791302,38255311
State of Palestine,2096,2634310,44884715
Sub-Saharan Africa,2021,1137938718,1137938718
Sub-Saharan Africa,2026,1241029197,1305458443
Sub-Saharan Africa,2031,1360174336,1496235165
Sub-Saharan Africa,2036,1495609148,1714646740
Sub-Saharan Africa,2041,1645625752,1961507733
Sub-Saharan Africa,2046,1801538177,2234830465
Sub-Saharan Africa,2051,1958231657,2552836711
Sub-Saharan Africa,2056,2118278211,2920932574
Sub-Saharan Africa,2061,2287283636,3350205161
Sub-Saharan Africa,2066,2475441423,3852818013
Sub-Saharan Africa,2071,2685010736,4419343835
Sub-Saharan Africa,2076,2910345984,5063108896
Sub-Saharan Africa,2081,3147164689,5798166972
Sub-Saharan Africa,2086,3394466432,6644995610
Sub-Saharan Africa,2091,3658798254,7630965017
Sub-Saharan Africa,2096,3949252662,8766249936
Sudan,2021,45657213,45657213
Sudan,2026,49052709,53992816
Sudan,2031,52739656,63954875
Sudan,2036,56640921,75900903
Sudan,2041,60528629,89825667
Sudan,2046,64288803,105683433
Sudan,2051,67988978,124986217
Sudan,2056,71737183,148598966
Sudan,2061,75743855,177758789
Sudan,2066,80041657,213559236
Sudan,2071,84540999,255353752
Sudan,2076,89124779,304392849
Sudan,2081,93733068,362464780
Sudan,2086,98472317,432410513
Sudan,2091,103517210,517899639
Sudan,2096,108972788,621116265
Suriname,2021,612998,612998
Suriname,2026,605047,715163
Suriname,2031,593770,821880
Suriname,2036,576989,931210
Suriname,2041,552117,1032937
Suriname,2046,519294,1120142
Suriname,2051,484876,1254633
Suriname,2056,450696,1450580
Suriname,2061,416859,1712424
Suriname,2066,384814,2033839
Suriname,2071,351818,2349897
Suriname,2076,319891,2695490
Suriname,2081,290015,3108441
Suriname,2086,262934,3632467
Suriname,2091,239799,4316188
Suriname,2096,219805,5124168
Sweden,2021,10467107,10467107
Sweden,2026,10415468,10781242
Sweden,2031,10382520,11151416
Sweden,2036,10353389,11548125
Sweden,2041,10328400,11993216
Sweden,2046,10321182,12522948
Sweden,2051,10294325,13162445
Sweden,2056,10234165,13901686
Sweden,2061,10143695,14743236
Sweden,2066,10026104,15688077
Sweden,2071,9894138,16679290
Sweden,2076,9747332,17749141
Sweden,2081,9587957,18918359
Sweden,2086,9434247,20217552
Sweden,2091,9272531,21669646
Sweden,2096,9097367,23241196
Switzerland,2021,8691417,8691417
Switzerland,2026,8549711,9048189
Switzerland,2031,8397785,9443908
Switzerland,2036,8223985,9898887
Switzerland,2041,8027260,10432603
Switzerland,2046,7809518,11083331
Switzerland,2051,7573351,11933817
Switzerland,2056,7322506,12971428
Switzerland,2061,7064860,14196264
Switzerland,2066,6803685,15638716
Switzerland,2071,6536629,17222328
Switzerland,2076,6276001,19024856
Switzerland,2081,6025857,21112912
Switzerland,2086,5790939,23532453
Switzerland,2091,5568693,26304224
Switzerland,2096,5348979,29401772
Syrian Arab Republic,2021,21324375,21324375
Syrian Arab Republic,2026,19820675,24511607
Syrian Arab Republic,2031,18108473,29358886
Syrian Arab Republic,2036,16457322,35935627
Syrian Arab Republic,2041,14773241,43262352
Syrian Arab Republic,2046,13058161,49887129
Syrian Arab Republic,2051,11372842,57363464
Syrian Arab Republic,2056,9826534,67389529
Syrian Arab Republic,2061,8469331,82394506
Syrian Arab Republic,2066,7288057,103595779
Syrian Arab Republic,2071,6239310,127840781
Syrian Arab Republic,2076,5298695,154511769
Syrian Arab Republic,2081,4490702,183891727
Syrian Arab Republic,2086,3792496,219332194
Syrian Arab Republic,2091,3200631,267043402
Syrian Arab Republic,2096,2696956,329471761
Tajikistan,2021,9750076,9750076
Tajikistan,2026,10426714,11570377
Tajikistan,2031,11046641,13569238
Tajikistan,2036,11629451,15731311
Tajikistan,2041,12231145,18138932
Tajikistan,2046,12866619,20768059
Tajikistan,2051,13537712,24230696
Tajikistan,2056,14195820,28642535
Tajikistan,2061,14809623,34085001
Tajikistan,2066,15417626,40730499
Tajikistan,2071,16036970,47979923
Tajikistan,2076,16695586,56327503
Tajikistan,2081,17393452,66329427
Tajikistan,2086,18113751,78529220
Tajikistan,2091,18842956,93692421
Tajikistan,2096,19576518,111686243
Thailand,2021,71601114,71601114
Thailand,2026,68905045,79688904
Thailand,2031,65846332,87393760
Thailand,2036,62503762,94576818
Thailand,2041,58931574,100394012
Thailand,2046,55128321,104717725
Thailand,2051,51357673,113967373
Thailand,2056,47713293,129018205
Thailand,2061,44212539,150518300
Thailand,2066,40964702,177948276
Thailand,2071,37901090,203266615
Thailand,2076,34993762,229884287
Thailand,2081,32304025,261266104
Thailand,2086,29831115,301645710
Thailand,2091,27584954,356163090
Thailand,2096,25549917,420842620
Timor-Leste,2021,1320954,1320954
Timor-Leste,2026,1344853,1500740
Timor-Leste,2031,1381282,1722363
Timor-Leste,2036,1418451,1976357
Timor-Leste,2041,1444829,2241980
Timor-Leste,2046,1453155,2499279
Timor-Leste,2051,1449114,2803616
Timor-Leste,2056,1444957,3187998
Timor-Leste,2061,1444818,3671559
Timor-Leste,2066,1448961,4258215
Timor-Leste,2071,1447474,4879583
Timor-Leste,2076,1435860,5543807
Timor-Leste,2081,1416668,6282307
Timor-Leste,2086,1396485,7152348
Timor-Leste,2091,1380892,8215779
Timor-Leste,2096,1371518,9466233
Togo,2021,8644841,8644841
Togo,2026,9278169,9991304
Togo,2031,9984834,11549140
Togo,2036,10766640,13381488
Togo,2041,11586019,15506086
Togo,2046,12382123,17904043
Togo,2051,13142080,20747998
Togo,2056,13880962,24100600
Togo,2061,14642244,28082203
Togo,2066,15477289,32858438
Togo,2071,16373475,38359517
Togo,2076,17299404,44746097
Togo,2081,18231441,52181494
Togo,2086,19172511,60892150
Togo,2091,20161986,71211218
Togo,2096,21234341,83329464
Tokelau,2021,1857,1857
Tokelau,2026,1626,2169
Tokelau,2031,1447,2675
Tokelau,2036,1281,3433
Tokelau,2041,1109,4483
Tokelau,2046,922,5790
Tokelau,2051,761,7594
Tokelau,2056,623,10169
Tokelau,2061,513,13991
Tokelau,2066,421,19584
Tokelau,2071,340,27077
Tokelau,2076,272,36972
Tokelau,2081,212,50146
Tokelau,2086,164,68206
Tokelau,2091,129,93860
Tokelau,2096,104,130193
Tonga,2021,106026,106026
Tonga,2026,105336,117507
Tonga,2031,103852,130448
Tonga,2036,101923,144850
Tonga,2041,99270,159499
Tonga,2046,96050,172968
Tonga,2051,92539,189786
Tonga,2056,89013,211493
Tonga,2061,85527,238849
Tonga,2066,82147,272300
Tonga,2071,78713,306328
Tonga,2076,75208,342349
Tonga,2081,71776,382265
Tonga,2086,68426,428820
Tonga,2091,65256,485720
Tonga,2096,62211,551207
Trinidad and Tobago,2021,1525674,1525674
Trinidad and Tobago,2026,1480194,1698117
Trinidad and Tobago,2031,1418589,1839021
Trinidad and Tobago,2036,1345873,1962973
Trinidad and Tobago,2041,1266666,2076378
Trinidad and Tobago,2046,1186627,2181016
Trinidad and Tobago,2051,1109649,2395412
Trinidad and Tobago,2056,1035927,2713636
Trinidad and Tobago,2061,963767,3128649
Trinidad and Tobago,2066,893742,3634253
Trinidad and Tobago,2071,826857,4099541
Trinidad and Tobago,2076,767169,4613308
Trinidad and Tobago,2081,714537,5241530
Trinidad and Tobago,2086,667405,6040172
Trinidad and Tobago,2091,623642,7064194
Trinidad and Tobago,2096,582599,8222925
Tunisia,2021,12262960,12262960
Tunisia,2026,11647781,13606886
Tunisia,2031,10987501,14737857
Tunisia,2036,10303641,15697310
Tunisia,2041,9656565,16629655
Tunisia,2046,9052981,17599403
Tunisia,2051,8476855,19477331
Tunisia,2056,7912609,22141104
Tunisia,2061,7346962,25407137
Tunisia,2066,6803063,29183683
Tunisia,2071,6305563,32720713
Tunisia,2076,5853333,36631297
Tunisia,2081,5440413,41439609
Tunisia,2086,5056365,47563584
Tunisia,2091,4694327,55128702
Tunisia,2096,4351465,63389558
Türkiye,2021,84775412,84775412
Türkiye,2026,86529649,98097661
Türkiye,2031,87557349,111038644
Türkiye,2036,87829492,123400264
Türkiye,2041,87203700,135340533
Türkiye,2046,85645293,146987916
Türkiye,2051,83659120,165143077
Türkiye,2056,81416847,190315634
Türkiye,2061,78990734,222420510
Türkiye,2066,76573659,261235018
Türkiye,2071,73903169,299684781
Türkiye,2076,71104123,342041601
Türkiye,2081,68297887,393212523
Türkiye,2086,65574140,458147803
Türkiye,2091,63060755,540943847
Türkiye,2096,60704607,636451753
Turkmenistan,2021,6341865,6341865
Turkmenistan,2026,6679114,7501191
Turkmenistan,2031,6972668,8644438
Turkmenistan,2036,7226176,9799068
Turkmenistan,2041,7483817,11054793
Turkmenistan,2046,7755494,12428374
Turkmenistan,2051,8042784,14441928
Turkmenistan,2056,8312789,17059927
Turkmenistan,2061,8529957,20240436
Turkmenistan,2066,8718178,24065443
Turkmenistan,2071,8906935,28067928
Turkmenistan,2076,9116512,32726763
Turkmenistan,2081,9351997,38454762
Turkmenistan,2086,9591837,45567497
Turkmenistan,2091,9818742,54436335
Turkmenistan,2096,10029514,64721182
Turks and Caicos Islands,2021,45124,45124
Turks and Caicos Islands,2026,47052,59233
Turks and Caicos Islands,2031,48548,76311
Turks and Caicos Islands,2036,49101,96637
Turks and Caicos Islands,2041,48334,119274
Turks and Caicos Islands,2046,46281,145004
Turks and Caicos Islands,2051,43907,183026
Turks and Caicos Islands,2056,41009,240385
Turks and Caicos Islands,2061,37985,328185
Turks and Caicos Islands,2066,34834,455806
Turks and Caicos Islands,2071,31292,611186
Turks and Caicos Islands,2076,27749,804344
Turks and Caicos Islands,2081,23910,1060098
Turks and Caicos Islands,2086,20243,1424670
Turks and Caicos Islands,2091,17355,1965087
Turks and Caicos Islands,2096,15144,2732492
Tuvalu,2021,11213,11213
Tuvalu,2026,11236,16746
Tuvalu,2031,11337,28412
Tuvalu,2036,10798,39839
Tuvalu,2041,9830,55377
Tuvalu,2046,8795,75532
Tuvalu,2051,7902,102573
Tuvalu,2056,7189,144783
Tuvalu,2061,6590,215885
Tuvalu,2066,5956,329463
Tuvalu,2071,5347,494429
Tuvalu,2076,4671,724241
Tuvalu,2081,4046,1045282
Tuvalu,2086,3504,1522720
Tuvalu,2091,3022,2272773
Tuvalu,2096,2638,3451812
Uganda,2021,45853789,45853789
Uganda,2026,50868048,54635965
Uganda,2031,56628545,65507097
Uganda,2036,62946885,78251932
Uganda,2041,69636634,92556392
Uganda,2046,76510594,108135621
Uganda,2051,83443529,126579121
Uganda,2056,90646865,149173617
Uganda,2061,98290950,177067761
Uganda,2066,106614321,211079933
Uganda,2071,115707956,250013015
Uganda,2076,125303071,294533223
Uganda,2081,135342823,346352756
Uganda,2086,145937398,408224541
Uganda,2091,157331301,483675114
Uganda,2096,169816668,574160746
Ukraine,2021,43531434,43531434
Ukraine,2026,41139726,43763216
Ukraine,2031,38620111,43542786
Ukraine,2036,36080338,43437408
Ukraine,2041,33632030,43421675
Ukraine,2046,31343571,43501227
Ukraine,2051,29185470,44204049
Ukraine,2056,26997255,45299181
Ukraine,2061,24770140,46736246
Ukraine,2066,22648467,48759305
Ukraine,2071,20736569,50645257
Ukraine,2076,19083124,52943465
Ukraine,2081,17633081,55649097
Ukraine,2086,16282396,58720170
